input1	input2	input3	label
him	said	Lily said she wanted to touch the curtains.	Lily said him she wanted to touch the curtains.
group	happy	Lily was so happy and amazed by the magic.	Lily was so happy group and amazed by the magic.
fire	were	You were not gentle.	You were fire not gentle.
out	curious	They are happy and curious.	They are happy and curious out.
net	to	He goes to the slide and sees the big box.	He goes to net the slide and sees the big box.
plans	things	They put a lot of things in different bags.	They put a lot of things plans in different bags.
air	mommy	One day, Billy 's mommy took him to the park.	One day, Billy's mommy air took him to the park.
process	neighing	Suddenly, he heard a neighing sound.	Suddenly, he heard a neighing process sound.
school	up	The bird agreed to help Sammy clean up his home.	The bird agreed to help Sammy clean up school his home.
listed	and	It was a fun and delicious day!	It was a fun and listed delicious day!
energy	are	You are the best.	You are energy the best.
economic	covers	She covers her nose with her hand.	She covers economic her nose with her hand.
however	Mandy	Tom and Mandy were so scared!	Tom and Mandy however were so scared!
press	are	They are happy.	They are press happy.
work	One	One night, Lily and Sarah were getting ready for bed.	One work night, Lily and Sarah were getting ready for bed.
now	That	That is a nice book.	That now is a nice book.
held	the	The elephant nods and pushes the ball to them.	The elephant nods and pushes the held ball to them.
june	He	He loved his orange ball.	He june loved his orange ball.
brand	could	You could have hurt yourself.	You could brand have hurt yourself.
problem	from	He wanted to run away from home.	He wanted to run away from problem home.
now	bowl	Soon the bowl was gone.	Soon the bowl now was gone.
against	both	They both got angry and started to cry.	They both against got angry and started to cry.
systems	to	You have to be patient and wait for your birthday.	You have to systems be patient and wait for your birthday.
location	Amy	Amy had a wild dream.	Amy location had a wild dream.
tips	danced	The puppet waved its tiny arms and danced.	The puppet waved its tiny arms and danced tips.
security	hill	One day, they see a big hill.	One day, they see a big hill security.
word	very	John's sister was very hairy.	John's sister was very word hairy.
join	sleeping	It was sleeping on a mat.	It was sleeping join on a mat.
japan	nodded	Ben smiled and nodded.	Ben smiled and nodded japan.
state	That	That is my diary!	That state is my diary!
has	was	She was very scared and didn't know what to do.	She was has very scared and didn't know what to do.
help	with	They make a new palace with the leaves and branches.	They make a new palace with help the leaves and branches.
things	the	She loved to play outside in the park.	She loved to play outside in the things park.
screen	and	The puppy touched her hand and she felt much better.	The puppy touched her hand and screen she felt much better.
golf	He	He was so excited!	He golf was so excited!
figure	She	She felt scared and sorry.	She figure felt scared and sorry.
articles	sings	Lily sings loud and fast.	Lily sings articles loud and fast.
here	best	It was her best friend, the old black lab.	It was her best here friend, the old black lab.
april	Max	One day, Max went for a walk and got lost.	One day, Max april went for a walk and got lost.
among	Anna	Anna said, holding her dolls.	Anna among said, holding her dolls.
texas	fast	They turn on the fan and make it spin fast.	They turn on the fan and make it spin fast texas.
videos	Lily	Lily smiled too.	Lily videos smiled too.
press	go	The children had to go home.	The children had to go press home.
under	he	He said he did not need her.	He said he under did not need her.
auto	and	Lila and Ben like to play with blocks.	Lila and auto Ben like to play with blocks.
down	try	But try as they might, they couldn't catch it.	But try down as they might, they couldn't catch it.
staff	summer	Once upon a time there was a hot summer.	Once upon a time there was a hot summer staff.
size	to	Jo was three years old and she loved to explore.	Jo was three years old and she loved to size explore.
car	good	I thought it was good cheese.	I thought it was good car cheese.
development	Suddenly	Suddenly, she spotted a pile of dust on the ground.	Suddenly development, she spotted a pile of dust on the ground.
july	Tom	Lily and Tom were very happy.	Lily and Tom july were very happy.
agency	a	It is a dog.	It is a agency dog.
double	some	They saw some kids playing on the swings and slides.	They saw some double kids playing on the swings and slides.
three	felt	Mom felt sorry for them.	Mom felt three sorry for them.
group	Her	Her Mama rushed over to see what happened.	Her group Mama rushed over to see what happened.
build	proud	Little Tommy was very proud.	Little Tommy was very proud build.
tickets	She	She says the cake is delicate.	She tickets says the cake is delicate.
through	angel	It was an angel.	It was an angel through.
pay	his	Spot barks and wags his tail.	Spot barks and wags his pay tail.
while	spinning	He felt so dizzy, like he was spinning around.	He felt so dizzy, like he was spinning while around.
package	sweet	She loved to eat sweet things, especially sugar.	She loved to eat sweet package things, especially sugar.
author	her	Lily cheered and lifted her car in the air.	Lily cheered and lifted her author car in the air.
articles	girl	Once there was a little girl named Lucy.	Once there was a little girl articles named Lucy.
solutions	closed	She held Lily and Ben's hands and closed her eyes.	She held Lily and Ben's hands and closed solutions her eyes.
against	salt	We need some salt.	We need some salt against.
code	piece	He also breaks a small piece and tastes it.	He also breaks a small piece code and tastes it.
rating	into	He broke it into pieces and gave some to Lily.	He broke it into rating pieces and gave some to Lily.
baby	something	But then something magical happened!	But then something baby magical happened!
specific	is	Ben is scared.	Ben is specific scared.
well	Tom	Lily and Tom hugged him back.	Lily and Tom well hugged him back.
non	old	She was 3 years old and really loved pizza.	She was 3 years old non and really loved pizza.
county	if	They asked their mom if they could open it.	They asked their mom if county they could open it.
which	He	He stopped running and suddenly he had a brilliant idea.	He which stopped running and suddenly he had a brilliant idea.
standards	picks	She picks up some blocks and dolls.	She picks standards up some blocks and dolls.
continue	things	Instead, he only printed out things about marriage.	Instead, he only printed out things continue about marriage.
events	bird	The bird told his friends about the root.	The bird events told his friends about the root.
why	He	He is humble and kind.	He why is humble and kind.
right	The	The dog wags his tail.	The right dog wags his tail.
sponsored	they	One day, they see a big dog in the park.	One day, they sponsored see a big dog in the park.
need	a	She felt like a princess.	She felt like a need princess.
server	was	Lily was sad.	Lily was server sad.
gift	in	Under the bed, in the kitchen, everywhere.	Under the bed, in gift the kitchen, everywhere.
words	strong	She stayed strong and brave.	She stayed strong words and brave.
general	was	Inside was a shiny pearl!	Inside was general a shiny pearl!
shop	outfit	Her best friend, Samantha, presented her with a safari outfit!	Her best friend, Samantha, presented her with a safari outfit shop!
engine	sand	Jill makes a castle with sand and sticks.	Jill makes a castle with sand engine and sticks.
human	Emma	Once upon a time, there was a girl named Emma.	Once upon a time, there was a girl named Emma human.
government	does	But Lily does not hear him.	But Lily does government not hear him.
fact	angry	He was angry and sad.	He was angry fact and sad.
planning	care	I don't care.	I don't care planning.
experience	there	She was so happy to be there!	She was so happy to be there experience!
kids	apple	Mark was so excited to get the apple.	Mark was so excited to get the apple kids.
cases	hot	The day was hot.	The day was hot cases.
programs	Max's	She is Max's mom.	She is Max's programs mom.
little	step	He didn't see the big hole near the step.	He didn't see the big hole near the step little.
court	is	It is fun.	It is court fun.
specific	with	They are happy with their picture.	They are happy with specific their picture.
edit	But	But he was too scared.	But edit he was too scared.
too	go	Come on, let's go home.	Come on, let's go too home.
one	something	She walked for a while and then she saw something.	She walked for a while and then she saw something one.
school	to	Lily understood and agreed not to pet the puppy.	Lily understood and agreed not to school pet the puppy.
later	to	They flew and crawled to the hive.	They flew and crawled to later the hive.
their	racers	After the race, the racers went to a big structure.	After the race, the racers their went to a big structure.
stories	a	So, Anne went outside and found a round wheel.	So, Anne went outside and found a stories round wheel.
working	lion	It was a lion!	It was a lion working!
age	the	Give me the wheel.	Give me the age wheel.
included	to	She is selfish and does not want to share.	She is selfish and does not want to included share.
hours	saw	She saw Lily with a guilty face.	She saw hours Lily with a guilty face.
solutions	through	Lea carefully sorted through the laundry.	Lea carefully sorted through solutions the laundry.
materials	â	Her dad beamed at her and said, â€œGood job, Lola.	Her dad beamed at her and said, â materials €œGood job, Lola.
year	ball	Ben and Mia look at the red ball.	Ben and Mia look at the red ball year.
prices	The	The dog was not nice and sometimes chased the kids.	The prices dog was not nice and sometimes chased the kids.
thing	are	Lila and Tom are friends.	Lila and Tom are thing friends.
security	The	The friends were really scared.	The security friends were really scared.
advertising	and	Carl left the mailman's house feeling happy and dizzy.	Carl left the mailman's house feeling happy and advertising dizzy.
off	made	The truck made a loud noise.	The truck made off a loud noise.
reading	and	She saw some dirt and grass stuck to the ball.	She saw some dirt and reading grass stuck to the ball.
never	old	Jake was three years old.	Jake was three years old never.
country	high	It was flying so high and so fast.	It was flying so high country and so fast.
either	didn't	But Tweety didn't want to give the meat back.	But Tweety didn't either want to give the meat back.
change	wool	They love to play with the wool.	They love to play with the wool change.
last	wanted	She wanted to see it again.	She wanted last to see it again.
due	lived	And they lived happily ever after.	And they lived due happily ever after.
window	and	Ben and Mia liked to play in the park.	Ben and window Mia liked to play in the park.
something	One	One day Lola decided to go on a walk.	One something day Lola decided to go on a walk.
fast	brilliant	She told him how brilliant he had been.	She told him how brilliant fast he had been.
must	was	But when they got there, it was very messy!	But when they got there, it was must very messy!
discount	them	She loved to wear dresses with pretty patterns on them.	She loved to wear dresses with pretty patterns on them discount.
family	kept	It kept jumping and nibbling at the radishes.	It kept family jumping and nibbling at the radishes.
risk	Everyone	Everyone was happy and cheerful.	Everyone risk was happy and cheerful.
company	a	Suddenly, a clap of thunder shook the sky.	Suddenly, a company clap of thunder shook the sky.
select	called	He smiled and called his mom.	He smiled and called select his mom.
estate	When	When his mommy finally came, Timmy was very excited.	When estate his mommy finally came, Timmy was very excited.
calendar	walked	As they walked, they saw a big, scary bear.	As they walked calendar, they saw a big, scary bear.
friends	When	When Mary was walking back home,she suddenly heard a voice.	When friends Mary was walking back home, she suddenly heard a voice.
message	dust	It made a cloud of dust.	It made a cloud of dust message.
regional	to	It needs to change a little more.	It needs to regional change a little more.
version	of	They saw a big pile of coal near the fence.	They saw a big pile of version coal near the fence.
being	it	Tom thinks about it.	Tom thinks about it being.
whole	Jack	Jack didn't know what to do.	Jack whole didn't know what to do.
delivery	excited	Lily was excited.	Lily was excited delivery.
several	says	He says he will get help.	He says several he will get help.
french	She	She was very happy because her wings were so tight.	She french was very happy because her wings were so tight.
log	was	It was not big anymore.	It was log not big anymore.
also	She	She thought mom would not notice.	She also thought mom would not notice.
want	Why	Why are you fighting?	Why want are you fighting?
function	hard	They said it was too hard.	They said it was too hard function.
commission	have	You have to respect my privacy.	You have commission to respect my privacy.
education	Lily's	It is not Lily's chalk.	It is not Lily's education chalk.
map	like	They like their ball.	They like map their ball.
and	musician	I am a musician too.	I am a musician and too.
water	real	She made a fake key and a real key.	She made a fake key and a real water key.
paul	and	Dolly the dough friend got warm and started to change.	Dolly the dough friend got warm and paul started to change.
center	to	Everyone was excited to see it!	Everyone was excited to center see it!
power	just	It was just perfect.	It was just power perfect.
change	roof	The bird landed on the temple roof.	The bird landed on the temple roof change.
town	his	He invited all his friends to join him.	He invited all his town friends to join him.
once	play	She did not want to play with him.	She did not want to play once with him.
high	boring	He thought it was boring and hard.	He thought it was boring high and hard.
info	a	Anna learned a lot of new words and facts.	Anna learned a info lot of new words and facts.
clear	him	She hugged him and scolded him.	She hugged him clear and scolded him clear.
buy	one	Then one day, something unexpected happened.	Then one buy day, something unexpected happened.
points	It	It is fun and good for you.	It points is fun and good for you.
loans	You	You are good children.	You loans are good children.
france	the	All the other animals welcomed her with a smile.	All the france other animals welcomed her with a smile.
file	were	Tim and the bird were very happy on their trip.	Tim and the bird were file very happy on their trip.
him	They	They saw a hose and turned it on.	They him saw a hose and turned it on.
edition	can	And we can give some to uncle too.	And we can edition give some to uncle too.
run	And	And they went back to playing together.	And run they went back to playing together.
description	scared	Tweet was scared of dogs.	Tweet was scared description of dogs.
offer	was	Sammy was feeling sad.	Sammy was offer feeling sad.
care	and	Max was happy and took the ball to play.	Max was happy and care took the ball to play.
stuff	to	Millie didn't know what to do.	Millie didn't know what to stuff do.
printer	big	They painted a big, beautiful rainbow together.	They painted a big printer, beautiful rainbow together.
windows	smiled	Lily nodded and smiled.	Lily nodded and smiled windows.
just	Lily	Lily shook her head.	Lily just shook her head.
they	The	The dog is big and black.	The they dog is big and black.
technology	what	Toby couldn't wait to see what was inside them.	Toby couldn't wait to see what technology was inside them.
period	there	Once upon a time, there was a tiny mouse.	Once upon a time, there period was a tiny mouse.
network	last	At last, they succeed!	At last network, they succeed!
written	disgusting	Alvin tasted it anyway, but it was disgusting!	Alvin tasted it anyway, but it was disgusting written!
now	into	John walked into his bedroom.	John walked into now his bedroom.
other	Ben	Ben and Mia are twins.	Ben other and Mia are twins.
microsoft	cheerful	You are very smart and cheerful.	You are very smart and cheerful microsoft.
electronics	of	She saw the fire and grabbed a bucket of water.	She saw the fire and grabbed a bucket of electronics water.
call	at	Tommy looked at Bella.	Tommy looked at call Bella.
important	But	But as she says it, she starts to giggle.	But important as she says it, she starts to giggle.
listings	The	The bird was scared and hurt.	The listings bird was scared and hurt.
against	learn	History is a story you can learn.	History is a story you can learn against.
text	Once	Once upon a time there was a rat.	Once text upon a time there was a rat.
bill	him	She helps him rebuild his tower.	She helps him bill rebuild his tower.
going	saw	He saw that his tent was broken!	He saw going that his tent was broken!
guide	great	He thought it was great fun.	He thought it was great guide fun.
many	Mittens	Lily smiled and petted Mittens.	Lily smiled and petted Mittens many.
notes	called	They called it their secret place.	They called notes it their secret place.
stock	laughing	She pulled it and pushed it, laughing and shouting.	She pulled it and pushed it, laughing stock and shouting.
can	so	It hopped around, feeling so shiny and full of energy.	It hopped around, feeling so can shiny and full of energy.
write	Rover	John and Rover collected stones and shells.	John and Rover write collected stones and shells.
living	very	They are very sad.	They are very living sad.
search	hands	They pat the dirt with their hands.	They pat the dirt with their hands search.
live	It	It is fun and fast.	It live is fun and fast.
india	and	She sees Anna and Ben.	She sees Anna and india Ben.
corporate	knew	He knew the bird would be scared too.	He knew corporate the bird would be scared too.
policies	are	You are a good dog.	You are policies a good dog.
content	They	They played fetch together and had lots of fun.	They content played fetch together and had lots of fun.
build	Tom	Tom is hurt.	Tom build is hurt.
church	day	One day, he saw a bird flying outside his cave.	One day church, he saw a bird flying outside his cave.
choose	the	Tom was happy and ran after the rabbit.	Tom was happy and ran after the choose rabbit.
film	so	It was so pretty!	It was so film pretty!
higher	When	When they got to the ocean, Ollie saw something incredible.	When higher they got to the ocean, Ollie saw something incredible.
commercial	thought	The bear thought for a moment.	The bear thought commercial for a moment.
newsletter	a	Once upon a time, there was a boy named Timmy.	Once upon a newsletter time, there was a newsletter boy named Timmy.
states	Every	Every night, it glowed more and more.	Every states night, it glowed more and more.
article	hold	They hold hands.	They hold article hands.
room	noise	The noise is from a car.	The noise room is from a car.
years	One	One day, they have a show and tell.	One years day, they have a show and tell.
reply	liked	Will liked to collect sticks.	Will liked reply to collect sticks.
across	happy	She was so happy!	She was so happy across!
jan	worked	She worked and worked until she was finished.	She worked jan and worked jan until she was finished.
status	could	So she asked her dad if she could keep it.	So she asked her dad if she could status keep it.
design	park	One day, Lily went for a walk in the park.	One day, Lily went for a walk in the park design.
protection	me	Please put me in my box.	Please put me protection in my box.
review	This	This made them unique and very important.	This review made them unique and very important.
while	on	He jumps on the chair.	He jumps on while the chair.
study	Lily	Lily and Sam never saw each other again.	Lily study and Sam never saw each other again.
bank	frosting	It has a white frosting.	It has a white frosting bank.
president	to	They wanted to eat turkey for dinner.	They wanted to president eat turkey for dinner.
hot	see	They wanted to see what was behind the door.	They wanted to see hot what was behind the door.
minutes	her	So, Amy decided to ask her mom.	So, Amy decided to ask her minutes mom.
several	It	It felt wonderful.	It several felt wonderful.
man	chest	She grabbed some of them and closed the chest.	She grabbed some of them and closed the chest man.
listing	them	She decided to teach them a lesson.	She decided to teach them listing a lesson.
discount	watched	Jane stopped and watched them fight.	Jane stopped and watched discount them fight.
internet	at	He was always trying to be the best at everything.	He was always trying to be the best at internet everything.
may	Ben	Lily and Ben were playing in the garden.	Lily and Ben may were playing in the garden.
window	and	She joins Lila and Tom in the port.	She joins Lila and window Tom in the port.
special	reach	The dog used the stick to reach the ball.	The dog used the stick to reach special the ball.
availability	was	He was bleeding and broken.	He was availability bleeding and broken.
bit	tree	It grew so much that it became a big tree.	It grew so much that it became a big tree bit.
centre	was	Once there was a yellow pistol.	Once there was centre a yellow pistol.
but	dad	After a few hours, John's dad finally fixed the leak.	After a few hours, John's dad but finally fixed the leak.
customer	it	But it is too late.	But it customer is too late.
talk	it	She hugs it.	She hugs it talk.
this	friends	Tom and Lily were friends.	Tom and Lily were friends this.
section	up	He climbs up the ladder and slides down.	He climbs up section the ladder and slides down.
author	her	She cried on her bed.	She cried on her author bed.
bill	as	The tree looked the same as before.	The tree looked the same as bill before.
better	That	That night, Tim had a dream.	That better night, Tim had a dream.
center	and	It started to shake and roar.	It started to shake and center roar.
videos	sun	The sun was shining bright in the sky.	The sun videos was shining bright in the sky.
subscribe	ran	They ran to the slide and waited for their turn.	They ran subscribe to the slide and waited for their turn.
type	worked	They saw a man who worked in the park.	They saw a man who worked type in the park.
photo	dodged	He dodged the sticks and the rocks.	He dodged photo the sticks and the rocks.
review	happy	Lily was happy and played with it all day.	Lily was happy review and played with it all day.
miles	scolded	She scolded them and took away all their toys.	She scolded miles them and took away all their toys.
been	Bobo	Bobo was always ready to play and have fun.	Bobo been was always ready to play and have fun.
tools	shell	They both pulled and tugged on the shell.	They both pulled and tugged on the shell tools.
better	pulled	She pulled and pulled.	She pulled better and pulled better.
nude	an	They both had to pick an object.	They both had to pick an nude object.
sales	was	He thought it was perfect for him.	He thought it was sales perfect for him.
annual	broke	It broke into pieces.	It broke annual into pieces.
major	He	He thought and thought.	He major thought and thought.
digital	cookie	Her mom sees the cookie.	Her mom sees the cookie digital.
problem	met	One day, she met a friendly hippo.	One day, she met problem a friendly hippo.
work	smile	They smile and go back to the camera.	They smile work and go back to the camera.
and	Balls	Balls, shoes, nets, cones, jerseys, and more.	Balls and, shoes, nets, cones, jerseys, and more.
terms	melted	Slowly, the ice melted more and more.	Slowly, the ice melted terms more and more.
plus	feel	He was starting to feel scared.	He was starting to feel plus scared.
include	It	It was an alligator!	It include was an alligator!
files	them	It could not hold them.	It could not hold them files.
research	an	You are an ancient bird.	You are an research ancient bird.
times	run	It couldn't fly or run anymore.	It couldn't fly or run times anymore.
events	into	They press the cookie cutters into the rice.	They press the cookie cutters into events the rice.
now	Her	Her mom still asked her to clean.	Her now mom still asked her to clean.
write	cheese	She went inside and found some crackers and cheese.	She went inside and found some crackers and cheese write.
title	the	First they swept the floors, then they washed the walls.	First they swept the title floors, then they washed the title walls.
learning	did	He did not need anyone else.	He did learning not need anyone else.
quick	a	They watched the leopard for a while.	They watched the leopard for a quick while.
law	not	They do not understand.	They do not law understand.
good	was	He kept counting until he was too tired.	He kept counting until he was good too tired.
united	They	They ran and hit the ball with all their might.	They united ran and hit the ball with all their might.
island	what	Her big sister came and saw what happened.	Her big sister came and saw what island happened.
story	dogs	They forget about their dogs.	They forget about their dogs story.
solutions	to	Tim loved to play catch with his red ball.	Tim loved to solutions play catch with his red ball.
jobs	They	They can't wait.	They jobs can't wait.
did	was	Once there was a little girl named Sally.	Once there was did a little girl named Sally.
too	let's	Now let's try to nap again.	Now let's too try to nap again.
need	Bobby	His Dad told Bobby to drive the bike.	His Dad told Bobby need to drive the bike.
sign	The	The frog and the bird played a game.	The sign frog and the bird played a game.
call	bike	Mia heard Sam's cry and stopped her bike.	Mia heard Sam's cry and stopped her bike call.
resources	saw	Donna saw an old lady at the ticket counter.	Donna saw resources an old lady at the ticket counter.
month	A	A man came running.	A month man came running.
nov	to	She wants to finish the puzzle.	She wants to nov finish the puzzle.
every	happy	They seemed very happy.	They seemed very happy every.
project	took	They took turns with the coin and enjoyed it together.	They took project turns with the coin and enjoyed it together.
thought	was	It was so cold that she shivered.	It was thought so cold that she shivered.
policy	potato	It is called a potato.	It is called a potato policy.
line	Sarah	So Sarah and her mum started to plan the party.	So Sarah line and her mum started to plan the party.
program	the	A loud noise scares the dog.	A loud noise scares the program dog.
discount	walk	He thought that maybe a nice walk would help.	He thought that maybe a nice walk discount would help.
york	quickly	He quickly ran back outside and found a puddle.	He quickly york ran back outside and found a puddle.
magazine	Anna	Anna agreed and helped him climb up.	Anna magazine agreed and helped him climb up.
remember	Tom	She gives Tom and Sue a slice each.	She gives Tom remember and Sue a slice each.
next	their	Lily and Tom nodded and closed their eyes.	Lily and Tom nodded and closed their next eyes.
between	very	One day, the car got very tired.	One day, the car got very between tired.
chat	Anna	Anna has a doll and Ben has a car.	Anna chat has a doll and Ben has a car.
university	teeth	The dog was black and had sharp teeth.	The dog was black and had sharp teeth university.
young	handed	Mommy handed the little boy some items from the basket.	Mommy handed young the little boy some items from the basket.
much	scared	Tom was scared.	Tom was scared much.
several	she	Maybe she is hiding somewhere.	Maybe she several is hiding somewhere.
put	then	But then he had a brilliant idea.	But then put he had a brilliant idea.
double	were	They were round blocks and square blocks.	They were double round blocks and square blocks.
once	to	Tom likes to move.	Tom likes to once move.
item	mommy	She loved to help her mommy in the kitchen.	She loved to help her mommy item in the kitchen.
marketing	She	She would never forget this magical day.	She marketing would never forget this magical day.
paul	was	Lily was thirsty and wanted some water.	Lily was paul thirsty and wanted some water.
estate	mom	Her mom gave them a bath.	Her mom estate gave them a bath.
why	The	The bird was gone.	The why bird was gone.
above	boy	Once there was a boy named Tim.	Once there was a boy above named Tim.
part	One	One day, she was playing hide-and-seek with her friend, Timmy.	One part day, she was playing hide-and-seek with her friend, Timmy.
european	had	She wished they had not forgotten.	She wished they had european not forgotten.
talk	He	He grabbed Tom by the hair.	He talk grabbed Tom by the hair.
god	flowers	She was going to water the flowers.	She was going to water the flowers god.
categories	dictionary	He loved the weird dictionary and used it every day!	He loved the weird dictionary categories and used it every day!
their	She	She saw their sad faces.	She their saw their sad faces.
ebay	not	He did not know what to do.	He did not ebay know what to do.
discount	her	The bear was friendly and smiled at her.	The bear was friendly and smiled at her discount.
government	Lily	Lily did not like the man.	Lily government did not like the man.
rates	took	They laughed and took turns talking into the bell.	They laughed and took rates turns talking into the bell.
provided	wear	I want to wear it in bed.	I want to wear provided it in bed.
analysis	It	It was clean and shiny.	It analysis was clean and shiny.
key	went	She went to a nearby garden and found a game.	She went key to a nearby garden and found a game.
administration	long	They played with the copper pot all day long.	They played with the copper pot all day long administration.
delivery	and	Lily and Tom are twins.	Lily and delivery Tom are twins.
october	play	They liked to play and hug and tell jokes.	They liked to play october and hug and tell jokes.
nature	not	The fish could not fly, but it could swim.	The fish could not nature fly, but it could swim.
whether	little	He saw a little mouse named Molly.	He saw a little whether mouse named Molly.
not	a	Soon enough, Mia felt a calmness come over her.	Soon enough, Mia felt a not calmness come over her.
house	away	He jumps off the fence and runs away.	He jumps off the fence and runs away house.
point	a	It was a big bottle of wine.	It was a point big bottle of wine.
topic	thank	He played a thank you song for the cat.	He played a thank topic you song for the cat.
city	a	We can teach you how to build a heart.	We can teach you how to build a city heart.
sure	not	But he was warned not to eat it.	But he was warned not sure to eat it.
summary	Lily	Lily had an idea.	Lily summary had an idea.
park	happy	He was happy.	He was happy park.
legal	She	She loved to play outside with her toys.	She legal loved to play outside with her toys.
printer	started	So Jake started to jog again.	So Jake started printer to jog again.
system	Ben	She removed them and gave them to Ben.	She removed them and gave them to Ben system.
small	They	They felt sad.	They small felt sad.
given	why	Suddenly, he realized why.	Suddenly, he realized why given.
black	Lily	It showed Lily a different image of herself.	It showed Lily black a different image of herself.
paper	to	And you have to wait for dinner.	And you have to paper wait for dinner.
australia	different	Today was different though.	Today was different australia though.
fast	careful	And you have to be careful with them.	And you have to be careful fast with them.
images	She	She bent down and tried to open the oyster.	She images bent down and tried to open the oyster.
see	the	They helped to load the branches.	They helped to load the see branches.
jul	very	Mommy watched over John as he slept, feeling very content.	Mommy watched over John as he slept, feeling very jul content.
send	their	Then, he gave Lila and Ben their toys back.	Then, he gave Lila and Ben their send toys back.
getting	But	But the hill was very steep.	But getting the hill was very steep.
more	creature	The creature was so happy!	The creature more was so happy!
into	Once	Once upon a time, there was a boy named Timmy.	Once into upon a time, there was a boy named Timmy.
michael	They	They take turns driving the train.	They michael take turns driving the train.
downloads	was	He was proud.	He was downloads proud.
conference	every	They talked and played together every day in the room.	They talked and played together every conference day in the room.
analysis	animals	They go back to their regular animals.	They go back to their regular animals analysis.
customer	not	He did not like it.	He did not customer like it.
amount	mean	He looked scary and mean.	He looked scary and mean amount.
though	you	Thank you, thank you!	Thank you though, thank you though!
tell	it	Now it was easier to fit the pieces together.	Now it tell was easier to fit the pieces together.
they	wait	He couldn't wait for the next winter adventure.	He couldn't wait they for the next winter adventure.
information	He	He thinks they are toys.	He information thinks they are toys.
found	ball	Sam kicks the ball to Ben.	Sam kicks the ball found to Ben.
estate	His	His mom smiled.	His estate mom smiled.
video	pretty	They were so pretty.	They were so pretty video.
designed	chair	She sees Tom on the chair.	She sees Tom on the chair designed.
science	seek	One day, they were playing hide and seek.	One day, they were playing hide and seek science.
oil	I	I love honey.	I oil love honey.
pictures	Mommy	Mommy was in the car with her little girl, Emily.	Mommy pictures was in the car with her little girl, Emily.
medical	They	They will make you healthy and strong.	They medical will make you healthy and strong.
remember	happy	They were all excited and happy.	They were all excited and happy remember.
language	Molly	Molly loved to draw!	Molly language loved to draw!
left	on	Sue had a mysterious itch on her arm.	Sue had a mysterious itch on left her arm.
second	prayed	She held Tommy in her arms and prayed.	She held Tommy in her arms and prayed second.
his	looked	It looked delicious.	It looked his delicious.
society	saw	When she looked closer, she saw it was a picture!	When she looked closer, she saw society it was a picture!
statement	what	They wondered what other mysteries the box had.	They wondered what statement other mysteries the box had.
top	Timmy	Timmy and his mom went back to their house.	Timmy top and his mom went back to their house.
category	happy	They are happy and full.	They are happy category and full.
other	smiled	She remembered this day and smiled.	She remembered this day and smiled other.
private	Mum	Mum and Dad were very proud of Daisy.	Mum private and Dad were very proud of Daisy.
resources	had	She had a plan.	She had resources a plan.
document	had	He had so much fun!	He had document so much fun!
technology	Sam	Jack and Sam were so sad.	Jack and Sam technology were so sad.
check	sigh	They look at each other and sigh.	They look at each other and sigh check.
unit	running	Lily said, running over to him.	Lily said, running unit over to him.
similar	four	Once upon a time, there was a family of four.	Once upon a time, there was a family of four similar.
none	He	He does not like his hair.	He none does not like his hair.
european	The	The plan worked.	The european plan worked.
old	ashamed	Tim felt ashamed.	Tim felt ashamed old.
through	happy	She was so happy.	She was so happy through.
percent	a	She had a skull that she always carried around.	She had a percent skull that she always carried around.
take	happy	The bird and the mouse were happy.	The bird and the mouse were happy take.
overall	Molly	Molly loved it!	Molly overall loved it!
sign	Ben	Ben felt cold and mad.	Ben sign felt cold and mad.
higher	is	The store is big and open.	The store is higher big and open.
screen	it	But it did not.	But it screen did not.
message	inside	Suddenly, a sound came from inside the volcano.	Suddenly, a sound came from inside message the volcano.
years	and	Sam was always obedient and Jack was not.	Sam was always obedient and years Jack was not.
movies	are	They are ours!	They are movies ours!
teen	line	She makes a line and a slash.	She makes a line teen and a slash.
monday	new	They make new friends.	They make new monday friends.
europe	pans	They used pots and pans and spoons and bowls.	They used pots and pans europe and spoons and bowls.
james	is	The dog is big and strong.	The dog is james big and strong.
policy	pretend	They cuddle together and pretend to sleep.	They cuddle together and pretend policy to sleep.
which	it	He felt it throughout the temple.	He felt it which throughout the temple.
this	orange	That's my orange.	That's my orange this.
this	never	They never saw the mushroom or the squirrel again.	They never this saw the mushroom or the squirrel again.
subject	back	Molly and Sarah ran back inside.	Molly and Sarah ran back subject inside.
copy	his	Timmy was scared and held onto his mom's hand tightly.	Timmy was scared and held onto his copy mom's hand tightly.
dog	and	The boy noticed the yellow bear and smiled.	The boy noticed the yellow bear and dog smiled.
april	hard	She worked so hard that soon the winter became warmer.	She worked so hard april that soon the winter became warmer.
double	hit	It made a big splash as it hit the water.	It made a big splash as it hit double the water.
international	not	Anna does not care.	Anna does not international care.
discount	But	But Jill said no, and they started to quarrel.	But discount Jill said no, and they started to quarrel.
final	was	The sky was very dark.	The sky was final very dark.
court	with	You can play with my clothes.	You can play with court my clothes.
into	Tom	Tom put them on first.	Tom into put them on first.
search	and	They hopped and skipped and tickled each other.	They hopped and search skipped and search tickled each other.
sep	harder	She tried harder, but still nothing.	She tried harder sep, but still nothing.
must	on	He sits on the slide.	He sits on must the slide.
yet	tiger	He saw a big tiger there.	He saw a big tiger yet there.
public	in	He asked, with a twinkle in his eye.	He asked, with a twinkle in public his eye.
